sample_index,healthy_sensor,faulty_sensor,healthy_ground_truth,healthy_prediction,faulty_prediction,prediction_error,residual,fault_type,severity,repetition
0,3.0518760918500876,2.9690582025958845,1435.291,1425.8283987753343,1416.416249377145,18.87475062285489,-9.412149398189285,gaussian,0.0875,1
1,2.8581794193506873,2.728897850540643,1435.291,1403.4095672556628,1387.602168374858,47.68883162514203,-15.80739888080484,gaussian,0.0875,1
2,2.8283781462947246,3.01464911667305,1435.291,1399.7161757011218,1421.5975996670222,13.693400332977717,21.881423965900467,gaussian,0.0875,1
3,2.955930641428603,2.5021614366224454,1435.291,1414.9243184905577,1353.6953995119638,81.5956004880361,-61.22891897859381,gaussian,0.0875,1
4,2.8347798229285264,3.2629766980071313,1435.291,1400.5095612175655,1446.361853193132,-11.070853193132052,45.85229197556646,gaussian,0.0875,1
5,2.769008296392434,2.8002802382373253,1435.291,1392.661683824325,1396.387510583532,38.90348941646789,3.7258267592069387,gaussian,0.0875,1
6,2.812882897368656,2.981011096695964,1435.291,1397.8592632674995,1417.7746808226188,17.516319177381092,19.915417555119348,gaussian,0.0875,1
7,2.7990406987978536,3.0413650563331807,1435.291,1396.242755776002,1424.6338327521512,10.657167247848747,28.39107697614918,gaussian,0.0875,1
8,2.8262902248672033,2.908846750660426,1435.291,1399.4574112063137,1409.5518212468546,25.739178753145325,10.094410040540879,gaussian,0.0875,1
9,2.792862740000814,2.8926645230006987,1435.291,1395.5212868109024,1407.6466315725722,27.644368427427708,12.125344761669794,gaussian,0.0875,1
10,2.919370013027857,2.5135517645890646,1435.291,1410.7775270695265,1355.5948894610328,79.6961105389671,-55.18263760849368,gaussian,0.0875,1
11,2.778586882675695,2.8025105344455157,1435.291,1393.8479062990818,1396.6479670789622,38.64303292103773,2.8000607798803685,gaussian,0.0875,1
12,2.8358310265003417,2.712758248159662,1435.291,1400.6398411014802,1385.5663254451492,49.72467455485071,-15.073515656330983,gaussian,0.0875,1
13,2.726240810554816,2.8483513004034133,1435.291,1387.26701042354,1402.1915289708982,33.09947102910178,14.924518547358275,gaussian,0.0875,1
14,2.812679603165768,2.175099109984232,1435.291,1397.8355223422218,1300.7486195909723,134.5423804090276,-97.08690275124945,gaussian,0.0875,1
15,2.777812236774559,2.45981661261143,1435.291,1393.7520066175548,1346.907842568262,88.38315743173803,-46.844164049292885,gaussian,0.0875,1
16,2.9318276612895624,2.7748977151376133,1435.291,1412.1901415430884,1393.3911944111287,41.89980558887123,-18.79894713195972,gaussian,0.0875,1
17,2.8826329622553577,2.9124133752962993,1435.291,1406.4401931176228,1409.971732310473,25.319267689526896,3.531539192850232,gaussian,0.0875,1
