window_start,window_end,mean,standard_deviation,rms,maximum_error,slope,skewness,kurtosis,autocorrelation_lag1,dominant_frequency_energy,wavelet_detail_energy,dropout_ratio,spike_count
0,30,0.9975250906284316,0.744737482802166,1.244865544837581,2.8769441394638875,0.01766945408215894,0.07117889778395477,3.027333189642767,0.19643440227145667,87.69418996335698,4.896431337075077,0.0,1
10,40,0.551443493846394,1.0397920637591977,1.1769696099569136,2.8769441394638875,-0.09469648912668753,0.04911345502712862,2.1941542221694577,0.6657882653594596,331.1852497009347,4.399457469177298,0.0,1
20,50,-0.34233339764564524,1.133160719486492,1.1837421050764207,2.8769441394638875,-0.11282144364469558,0.962986409690411,3.3121773696893824,0.7504572194686161,345.5305028201295,3.5060513050991178,0.0,1
30,60,-0.8496665043892487,0.548707656372998,1.0114411801204226,1.8140916283988417,0.008633326208680665,0.3504414026022025,2.356318299829937,0.5127765755004702,76.20835411573523,1.9245720446913734,0.0,0
40,70,-0.3173261383418037,1.0925580279749332,1.137707749190185,2.2387343632147463,0.1139844201950193,0.6263711465154356,2.4236314679650452,0.7815139348787021,291.26585304871554,4.581189448747636,0.0,1
50,80,0.675538021541746,1.053695576480528,1.251649306492505,2.477763756480556,0.10610029341508542,-0.21539854035912037,1.9996375806070807,0.7428220209214867,297.53671168227106,4.73809852153828,0.0,0
60,90,1.0431124315751845,0.7636855527154607,1.2927873639284273,2.477763756480556,-0.01401382144519758,-0.2855750754062826,2.637506635179203,0.3873027490549657,136.32662962307262,5.679318855132998,0.0,0
70,100,0.5929475171393354,1.0789804607745226,1.2311724464163838,2.477763756480556,-0.10290077481804415,-0.3570825705531632,2.144249194320564,0.7389683256285857,272.3335246627311,4.32593885858055,0.0,1
80,110,-0.47995115029810714,1.1875889603086534,1.2809061813105067,3.1106096265173164,-0.11979778730727118,-0.052922931301563794,2.4243037685087048,0.7808907657680016,265.4770841672047,4.783748458654315,0.0,0
90,120,-0.8250325687797253,0.8970989135212121,1.2187966196983857,3.1106096265173164,-0.01426225300340095,-0.2256387715479975,3.6477646110324633,0.6472740264508587,189.1313561680794,3.610998113317664,0.0,1
100,130,-0.46511003920939514,1.1028353823395936,1.1969015118686595,3.1106096265173164,0.10068604440721608,-0.291592801845694,2.8388832153625585,0.7676231554732171,341.8810042952368,3.708786381400613,0.0,2
110,140,0.6385811001740365,1.0087129574908587,1.1938541167619425,2.328540681756863,0.09752334595229875,-0.027387153400213117,2.009535875086021,0.7439988851038685,295.99342987067274,3.3033187939398325,0.0,0
120,150,1.0427509971854476,0.696437170218104,1.253935554242181,2.328540681756863,-0.0009868157604812646,0.08878655123480833,1.9839509409290343,0.36939379213381757,120.7667738788696,3.7265456532187624,0.0,0
130,160,0.5929288220855596,1.1105540095747588,1.258926048758363,2.328540681756863,-0.11886098972890247,-0.21542713193476098,1.811839945473164,0.846851276476448,291.80556934051066,2.73741841213868,0.0,0
