window_start,window_end,mean,standard_deviation,rms,maximum_error,slope,skewness,kurtosis,autocorrelation_lag1,dominant_frequency_energy,wavelet_detail_energy,dropout_ratio,spike_count
0,30,-0.6901930302344529,1.5066477720937892,1.6572126985210422,4.6719242870533435,0.034906684731775925,0.05622002499408412,3.518979159856621,-0.11938457157401901,179.23372722273115,40.47040163763058,0.0,1
10,40,-0.21937286652265206,1.6838774644155032,1.698107113739516,4.6719242870533435,0.08354938858171064,-0.16173525570788574,3.1066865032316184,-0.05290345411842759,266.909167244579,52.5579892434396,0.0,0
20,50,0.7093524162949052,1.4678304799277013,1.6302475788383204,2.956033905080403,0.10870191185695952,-0.3026524395508633,2.106026684215828,0.2582894567994921,157.242402195869,23.10596564413312,0.0,1
30,60,1.1837089123042233,1.2655938247236995,1.7328861815616194,2.956033905080403,0.027068570319564503,-0.2813195226813318,2.048299652834116,-0.18790858975524097,156.5216304729321,23.957641009606863,0.0,0
40,70,0.8331639268384757,1.4286337102628612,1.6538308278310505,2.955597760867022,-0.09748500885221313,-0.4353185531813165,2.776710419740615,0.191765251266925,267.188890339629,14.508023598718417,0.0,1
50,80,-0.26849474558501546,1.5948956161810481,1.6173377677282774,3.6928730588358576,-0.118012359678207,0.0478291282233062,2.659986744182945,0.36102442842172067,464.211518518351,20.49309357878497,0.0,2
60,90,-1.067652599869128,1.384403550087263,1.748272079369091,4.0714311058713974,-0.03415980330362848,-0.28121525488712995,2.3944166246816607,0.03538939362673667,151.44831581641924,26.276694334424846,0.0,1
70,100,-1.0084024246136551,1.50491376274558,1.8115299840929373,4.0714311058713974,0.06615435445962731,-0.25774566813695166,2.4316362528032114,0.06951671373296338,250.79553615773673,30.995017430569213,0.0,1
80,110,0.04000432967275932,1.9225246472335538,1.9229408117810247,4.0714311058713974,0.13580809171886613,-0.15108485215846632,2.758176946585271,0.3002761046192977,483.0017777198756,33.81564269303412,0.0,1
90,120,0.8611283192343157,1.6444687618703278,1.8562918657782903,3.776923188158662,0.07184069695335901,-0.4468329466732293,3.288901918017678,0.0004011394540766835,223.7561085317552,33.974378541758526,0.0,1
100,130,0.6405754098737285,1.6884431321711593,1.8058729374767346,3.658069040341843,-0.11277391496523648,0.09511704148590756,2.046536459332523,0.2744346205935227,283.7973589014051,26.63416888847427,0.0,0
110,140,-0.2710663898637146,1.5032649606896573,1.527508602185606,3.207131319232758,-0.10323926177651276,0.5047954939296594,2.5280610914187305,0.35040988976610854,382.3755665960054,18.735471507169052,0.0,1
120,150,-0.9841840754931733,1.3835414958387136,1.6978826123033293,4.499131820937464,0.0073002186657205315,-0.6626043180807957,3.459631056380203,-0.17167190615323155,215.6616622849063,32.593678853320704,0.0,2
130,160,-0.6919850742577712,1.4760298028211405,1.630186284389532,4.499131820937464,0.06662910608216371,-0.7168506001749978,3.60514918362606,-0.055423162868204465,197.37741905423155,30.66375537600128,0.0,2
140,170,0.1804799442846767,1.8966974419487457,1.9052648625805062,4.499131820937464,0.13593275820993536,-0.5381126618498372,3.142248845152927,0.09282444744208644,299.0923165222918,47.31286402628788,0.0,1
150,180,0.7864525909477531,1.48783002556832,1.6828980547826007,3.1377205395492638,0.0436837781625246,0.12372472282477213,1.6368613332041193,0.08480669321786855,363.5458579289377,33.93672345349377,0.0,0
160,190,0.3190003716105821,1.8862891312209762,1.9130729007672644,4.260263642652262,-0.13942947850805074,-0.157458995667444,2.322230559607113,0.40296851334137695,761.2538025709053,36.04898668635841,0.0,0
170,200,-0.6254142003145792,1.6656857795101305,1.7792279331264438,4.260263642652262,-0.12027061638785325,0.18574721703836575,2.9026478940115847,0.41230011305209624,313.8769888603264,20.047742869845287,0.0,2
180,210,-0.9539499362496675,1.5467226255650348,1.8172427909625999,4.260263642652262,0.055168630798171685,-0.1608511641045928,2.8802588237122566,-0.0665880977854882,151.65476464825122,24.884617344305497,0.0,2
190,220,-0.1965855690466848,1.6562589927044304,1.6678848092334504,4.111652155398588,0.10879297721804447,-0.40492899378607833,2.7416787512326284,0.1920914473518749,375.16357971086234,21.80508522177138,0.0,1
200,230,0.45508581095380124,1.2858492143675466,1.3640056075475335,4.111652155398588,0.05594762637762366,-1.2187333385359478,6.260958260970236,-0.049173667024540235,134.25328617305308,19.421250124470788,0.0,1
210,240,0.6874180146284895,1.0200475263981021,1.2300571055632585,3.3702027689098486,-0.007292039874571362,0.7098869053543024,3.293582219402041,0.1528945860112452,88.37367937809809,10.212273833635699,0.0,1
220,250,-0.002422826099533874,1.392915220704765,1.3929173278257805,3.3702027689098486,-0.08737712795882417,-0.05058041468698384,3.0372142417779915,0.24557275823624533,368.91259426121826,18.633218884967928,0.0,2
230,260,-0.8782965042306311,1.8283365226510429,2.0283538126775253,5.002145424385844,-0.11626453006851578,0.024318377482237415,2.8077553416893575,0.30946004567305624,330.69618428208383,29.07758495246069,0.0,1
240,270,-1.2648145798439676,1.6523490409324777,2.0808683943143427,5.002145424385844,0.041572929576821606,-0.14596558486076977,2.3790634755016007,0.0489281805999785,252.4975011181736,42.747705309554455,0.0,1
250,280,-0.4656737597658245,2.1891841251654443,2.2381642442883476,5.142293734866371,0.17228489300428712,0.22090062749829034,3.094019714058966,0.5139897800338912,372.25217056729247,37.70235039009462,0.0,2
260,290,0.6876660972840075,1.9329101597345553,2.0515911744202064,5.142293734866371,0.110174332693381,0.24953297153567303,3.0354878225650723,0.42997818454297054,646.9500151496109,37.234790508882725,0.0,3
270,300,1.1177013344915925,1.7487462063163737,2.0754203350719576,5.142293734866371,-0.009377310344075672,0.364897995527329,2.353843210513856,0.17248926057815545,373.1191583114965,39.210766128486185,0.0,2
