sample_index,healthy_sensor,faulty_sensor,healthy_ground_truth,healthy_prediction,faulty_prediction,residual,prediction_error,fault_type,severity
0,21.272990100500028,21.44376376,1435.291,1402.6911071604388,1402.1303922691072,-0.5607148913315996,33.16060773089271,lag,0.05
1,21.22319440852711,21.44376376,1435.291,1402.854605360894,1402.1303922691072,-0.7242130917868508,33.16060773089271,lag,0.05
2,21.304430332856672,21.44376376,1435.291,1402.5878769168469,1402.1303922691072,-0.4574846477396477,33.16060773089271,lag,0.05
3,21.86667013684852,21.44376376,1435.291,1400.7418297482097,1402.1303922691072,1.3885625208974943,33.16060773089271,lag,0.05
4,20.982300902979578,21.44376376,1435.291,1403.6662859909588,1402.1303922691072,-1.5358937218516076,33.16060773089271,lag,0.05
5,20.965072898018906,21.44376376,1435.291,1403.7305962713551,1402.1303922691072,-1.6002040022478923,33.16060773089271,lag,0.05
6,21.705767577998287,21.44376376,1435.291,1401.270134060859,1402.1303922691072,0.8602582082482968,33.16060773089271,lag,0.05
7,21.711221236465914,21.44376376,1435.291,1401.252227625382,1402.1303922691072,0.878164643725313,33.16060773089271,lag,0.05
8,21.09937710416923,21.44376376,1435.291,1403.2611446747514,1402.1303922691072,-1.1307524056442162,33.16060773089271,lag,0.05
9,21.251539892928538,21.44376376,1435.291,1402.7615363521697,1402.1303922691072,-0.6311440830625088,33.16060773089271,lag,0.05
10,21.721841506014396,21.44376376,1435.291,1401.2173572401994,1402.1303922691072,0.9130350289078706,33.16060773089271,lag,0.05
11,21.54743995810429,21.44376376,1435.291,1401.7899838693343,1402.1303922691072,0.34040839977296855,33.16060773089271,lag,0.05
12,21.16379439461293,21.44376376,1435.291,1403.0496382040415,1402.1303922691072,-0.9192459349342244,33.16060773089271,lag,0.05
13,21.886691505999035,21.44376376,1435.291,1400.6760919765861,1402.1303922691072,1.4543002925211113,33.16060773089271,lag,0.05
14,21.11660010723278,21.44376376,1435.291,1403.2045950035695,1402.1303922691072,-1.074202734462233,33.16060773089271,lag,0.05
15,21.70982148204184,21.44376376,1435.291,1401.2568235516628,1402.1303922691072,0.8735687174444138,33.16060773089271,lag,0.05
16,21.75568849849938,21.44376376,1435.291,1401.1062246875053,1402.1303922691072,1.024167581601887,33.16060773089271,lag,0.05
17,21.490547204798478,21.44376376,1435.291,1401.9767844220708,1402.1303922691072,0.15360784703648278,33.16060773089271,lag,0.05
18,21.50143387716826,21.44376376,1435.291,1401.9410393350786,1402.1303922691072,0.18935293402864772,33.16060773089271,lag,0.05
19,20.8075049133618,21.44376376,1435.291,1404.3191961359712,1402.1303922691072,-2.1888038668639638,33.16060773089271,lag,0.05
20,21.226354567751883,21.44376376,1435.291,1402.844229355944,1402.1303922691072,-0.7138370868367474,33.16060773089271,lag,0.05
21,21.486126156300543,21.44376376,1435.291,1401.991300406183,1402.1303922691072,0.13909186292426057,33.16060773089271,lag,0.05
22,21.534986723307387,21.44376376,1435.291,1401.8308725767397,1402.1303922691072,0.2995196923675394,33.16060773089271,lag,0.05
23,20.887016024177544,21.44376376,1435.291,1404.0219741444798,1402.1303922691072,-1.8915818753725944,33.16060773089271,lag,0.05
24,21.208591615320685,21.44376376,1435.291,1402.9025518863118,1402.1303922691072,-0.7721596172045793,33.16060773089271,lag,0.05
25,21.02091441354337,21.44376376,1435.291,1403.5221459296386,1402.1303922691072,-1.3917536605313217,33.16060773089271,lag,0.05
26,21.160807516860856,21.44376376,1435.291,1403.0594452599958,1402.1303922691072,-0.9290529908885219,33.16060773089271,lag,0.05
27,21.694122191798723,21.44376376,1435.291,1401.3083702939912,1402.1303922691072,0.8220219751160585,33.16060773089271,lag,0.05
