window_start,window_end,mean,standard_deviation,rms,maximum_error,slope,skewness,kurtosis,autocorrelation_lag1,dominant_frequency_energy,wavelet_detail_energy,dropout_ratio,spike_count
0,30,1.9730555663737201,1.6585446130620543,2.577541173582971,5.699150685721406,-0.014126955830799351,-0.1998274425382147,3.2338379503888817,-0.13233291618355789,436.3458607357298,45.96422886611454,0.0,1
10,40,1.8658521354357163,1.6354255957731134,2.4811330215487977,5.699150685721406,-0.0298389875776114,-0.062220206587001774,3.3770496041651143,-0.08840783108368655,330.421665984645,43.0648234552202,0.0,1
20,50,1.8333451359347919,1.398047416691911,2.3055782282921315,4.819666296564492,-0.007810649076325549,0.39714894273110424,2.4144705158010784,-0.014839099763687795,190.1786031208708,27.453564596554177,0.0,1
30,60,1.6642863947177906,1.2846294401458005,2.1024086192108453,4.819666296564492,-0.03445061417055944,0.6117336614780554,3.2815516472660637,0.08200567182691688,135.2713815028003,21.632858661483752,0.0,3
40,70,1.8766994113189184,1.5403210893981056,2.42787762024558,5.402971908607697,0.003430058767806324,0.1451422156831946,2.7502031564744684,-0.03439938996640507,160.00097443112833,36.83414491945936,0.0,1
50,80,2.001822666651712,1.4359417853564898,2.463579265957025,5.402971908607697,0.04557581949806054,-0.15432115285193823,3.104530824908837,0.0505243519539878,200.6545330311584,28.279770294526507,0.0,2
60,90,2.219708003178645,1.2622152250613767,2.5534860277182,5.402971908607697,-0.02076167556865736,-0.20759942079072205,3.9490715227313142,-0.13880167263753998,164.34639302243917,25.392354530447754,0.0,1
70,100,2.135388192818823,0.959942932759855,2.34123325796163,4.193090686269215,-0.014687452787179237,-0.043827029251076385,2.407075295195896,-0.11989149792688832,87.10585075874302,11.798421126250028,0.0,1
80,110,1.818049493752892,1.2215424951616103,2.1903127697250913,4.557004906879911,-0.03969917536618659,-0.23214544437287818,3.1025974948667354,-0.19541526686776428,143.42915476655415,17.06109522868952,0.0,1
90,120,2.147640856404769,1.321168152696261,2.5214770543865472,4.557004906879911,0.03021711458434328,-0.5494175425775769,2.919886026964157,0.07142780943258528,232.18700726931203,16.73845357863579,0.0,0
100,130,1.7240960763309885,1.4631004797463862,2.2612320301671867,4.557004906879911,-0.02807745647918812,-0.21256510510767243,2.5795959017499803,0.33579586866371547,244.1279635816142,15.583604814432226,0.0,1
110,140,1.816284494535868,1.3482794121055992,2.2620227094791145,3.950822762332564,-0.05921990153989161,-0.4511875445518898,2.4799143136444775,0.5461933404453894,210.1760530086418,13.9846045706136,0.0,1
120,150,1.4197930646538148,1.4437794009917237,2.0249225430043225,4.360551348286208,0.030194862315176624,0.0008447234921582503,2.4057153119953427,0.027117534240121966,110.01788822763092,34.353622305801686,0.0,2
130,160,1.871383724117959,1.5491412852021893,2.4293858821544783,4.607225609561738,0.004423848072077126,-0.13525382352270626,2.0407551517216573,-0.14717021733543073,207.7746301271027,44.959886978422716,0.0,0
140,170,1.96914822115419,1.569506567733078,2.5181134968527488,4.607225609561738,-0.010901756285042315,-0.3237048841959415,2.3129924813518903,-0.24964567135837656,237.14395070671117,46.73339637841513,0.0,0
150,180,1.9508405275636733,1.4975808290079404,2.459375348212839,4.607225609561738,-0.037258506575234655,-0.4469953390448589,2.504428751101243,-0.09593222156852046,174.580726719569,43.37924947271771,0.0,0
160,190,1.7884058158633933,1.4651161806954263,2.311917123330671,4.556743034819419,0.0012936943505093893,-0.20641265764597586,2.4245214314887673,0.0937466602447267,158.97606963782087,37.14507863109334,0.0,0
170,200,1.9415675464187947,1.5319312037381638,2.4731554238044478,4.710967201806625,0.046403876850133766,0.08945113990292966,2.1031045212799975,0.09396404811271454,207.54199294702565,42.93968789156546,0.0,0
180,210,2.18036076329776,1.496673325612603,2.644617950050381,5.484145084666125,0.03396022037113645,0.45480827749466546,2.062656783022316,0.13742565410869803,185.71345503409447,38.98000685347161,0.0,1
190,220,2.4048439841164586,1.4602017725475545,2.8134434070178385,5.484145084666125,-0.003968918695754611,0.06932185222480608,2.276599602251258,-0.18221277445160602,250.40008670448847,45.3983729769642,0.0,1
200,230,2.0053759568384293,1.4222059405502425,2.4584959763241523,5.484145084666125,-0.04617305283296736,0.273294645905864,2.847743363867841,0.057851760794808575,270.4172559274248,34.87375102285413,0.0,1
210,240,1.7293146796346415,1.4734454419177434,2.2719090500079524,4.621589035041552,-0.029633515592085467,-0.0038637662212630836,2.0937668111309864,-0.09976753397365361,199.1943843241098,34.49567425533191,0.0,0
220,250,1.6561775823809057,1.5851259721497502,2.2924983166765363,6.366025965975723,0.03465992444869258,0.6487598638432133,3.6113517103214,-0.09754910210854113,350.21833342100643,33.878155308216,0.0,1
230,260,1.7426000532783974,1.747963494230716,2.4682040683154884,6.366025965975723,-0.02417819298229082,0.528419147680624,2.661812625757341,-0.24784762446812356,300.40701885924614,42.30171500977884,0.0,1
240,270,1.6683612784255046,1.7503784261683282,2.4181095901850886,6.366025965975723,-0.05294510046349165,0.4847338812914929,2.9247678409623727,-0.07629862775990631,236.17155639229676,46.99204641254531,0.0,1
250,280,1.7540209150028356,1.6820106000982158,2.430174691068554,4.741069965154793,0.024995865987216162,0.051986013964574515,1.9016225795426351,-0.051573405599239654,202.4627304733993,53.63045815584755,0.0,0
260,290,1.7337217302804675,1.6303513879525064,2.3798816538318373,4.741069965154793,0.001603012695205015,-0.24225052755222262,2.195335048666957,-0.06932255737890712,284.98756213258036,57.80585927904953,0.0,0
270,300,2.2456745215011247,1.5541277788070047,2.731001136832224,5.161479394010485,0.023593696927658087,-0.36532890782051025,2.5873087666739716,-0.12678018847091202,253.4253458060987,48.208608133246756,0.0,0
