window_start,window_end,mean,standard_deviation,rms,maximum_error,slope,skewness,kurtosis,autocorrelation_lag1,dominant_frequency_energy,wavelet_detail_energy,dropout_ratio,spike_count
0,30,-0.20349692331357308,1.0696705537014524,1.0888554041993188,2.531794968839847,-0.038051271732830995,0.3449728581139101,3.106212979253263,0.12402232871768423,91.44259111057337,17.788499416592757,0.0,1
10,40,-0.3589788444587858,1.0044292946560265,1.0666508419966525,2.4617223483118664,-0.010405000823202138,-0.15118609614864262,2.760634544611668,0.006688314919835021,82.89648555852173,18.35470921936883,0.0,2
20,50,-0.2913347952482354,1.101853562510051,1.1397180511593301,2.4617223483118664,0.051181681809426643,-0.00978394292487248,2.8979931142177957,0.11544884928947051,82.56446436311548,17.510187340191706,0.0,1
30,60,0.24667045119669334,1.106471392087192,1.1336336502596194,2.890810703023135,0.05257682223193713,-0.03251215987053935,3.674175331818306,0.20544967459857344,168.88893044622185,17.26302806324959,0.0,3
40,70,0.4249982543103973,1.1553774480602392,1.2310648088760705,2.890810703023135,-9.8693504607843e-05,-0.0888583938104991,2.7968435232763684,0.20938861228692468,162.98917852320233,19.498643336864106,0.0,3
50,80,0.10826316480234936,1.26843667927043,1.2730485152466173,2.890810703023135,-0.08536495315334823,0.037701081196054205,2.533051619375544,0.25764260152251073,159.5010305946557,16.280995615541464,0.0,2
60,90,-0.3334029905549433,1.1509930931090493,1.198308246861264,2.5023252649182837,-0.03581507651055745,0.16649684133479958,2.5133807291388424,0.08195719072378446,158.48441184193135,15.570228197777503,0.0,0
70,100,-0.5168959262201914,0.9674562065101667,1.096883270935459,2.5023252649182837,0.030590725756188385,-0.027743610570627988,2.5533150556992825,0.0559615819116153,96.98532862381697,10.565018077287718,0.0,1
80,110,-0.3328738416541455,1.0438058693161705,1.0955983238744367,2.3848938303015075,0.018134022750087665,0.010757123695843784,2.247684786973856,0.011470279002434254,142.58643535688114,12.959021551349835,0.0,0
90,120,-0.15562537631347104,1.1912713090926348,1.2013936031209709,2.3848938303015075,0.012693377330932926,-0.10411761071749813,2.101999754453002,-0.14227971960420782,88.77548116024428,21.293615914877627,0.0,0
